sample,response
HG00318,0.6225439087529541
HG00319,-0.962113313527293
HG00320,0.6225439087529541
HG00321,0.6225439087529541
HG00323,-0.962113313527293
HG00324,0.6225439087529541
HG00325,0.6225439087529541
HG00326,-0.962113313527293
HG00327,0.6225439087529541
HG00328,0.6225439087529541
HG00329,0.6225439087529541
HG00330,-0.962113313527293
HG00331,-0.962113313527293
HG00332,-0.962113313527293
HG00334,2.207201131033201
HG00335,0.6225439087529541
HG00336,0.6225439087529541
HG00337,-0.962113313527293
HG00338,-0.962113313527293
HG00339,0.6225439087529541
HG00341,-0.962113313527293
HG00342,-0.962113313527293
HG00343,2.207201131033201
HG00344,0.6225439087529541
HG00345,-0.962113313527293
HG00346,0.6225439087529541
HG00349,0.6225439087529541
HG00350,0.6225439087529541
HG00351,0.6225439087529541
HG00353,0.6225439087529541
HG00355,0.6225439087529541
HG00356,-0.962113313527293
HG00357,0.6225439087529541
HG00358,0.6225439087529541
HG00359,0.6225439087529541
HG00360,0.6225439087529541
HG00361,0.6225439087529541
HG00362,0.6225439087529541
HG00364,-0.962113313527293
HG00366,2.207201131033201
HG00367,-0.962113313527293
HG00369,0.6225439087529541
HG00372,-0.962113313527293
HG00373,-0.962113313527293
HG00375,0.6225439087529541
HG00376,0.6225439087529541
HG00377,-0.962113313527293
HG00378,-0.962113313527293
HG00381,0.6225439087529541
HG00382,0.6225439087529541
HG00383,-0.962113313527293
HG00384,-0.962113313527293
HG00403,2.207201131033201
HG00404,-0.962113313527293
HG00406,-0.962113313527293
HG00407,-0.962113313527293
HG00418,-0.962113313527293
HG00419,-0.962113313527293
HG00421,-0.962113313527293
HG00422,-0.962113313527293
HG00427,-0.962113313527293
HG00428,0.6225439087529541
HG00436,0.6225439087529541
HG00437,0.6225439087529541
HG00442,0.6225439087529541
HG00443,0.6225439087529541
HG00445,-0.962113313527293
HG00446,-0.962113313527293
HG00448,-0.962113313527293
HG00449,0.6225439087529541
HG00451,-0.962113313527293
HG00452,-0.962113313527293
HG00457,-0.962113313527293
HG00458,0.6225439087529541
HG00463,0.6225439087529541
HG00464,0.6225439087529541
HG00472,0.6225439087529541
HG00473,0.6225439087529541
HG00475,0.6225439087529541
HG00476,-0.962113313527293
HG00478,0.6225439087529541
HG00479,-0.962113313527293
HG00500,2.207201131033201
HG00501,-0.962113313527293
HG00512,-0.962113313527293
HG00513,0.6225439087529541
HG00524,0.6225439087529541
HG00525,-0.962113313527293
HG00530,-0.962113313527293
HG00531,-0.962113313527293
HG00533,-0.962113313527293
HG00534,-0.962113313527293
HG00536,-0.962113313527293
HG00537,0.6225439087529541
HG00542,-0.962113313527293
HG00543,0.6225439087529541
HG00553,2.207201131033201
HG00554,0.6225439087529541
HG00556,-0.962113313527293
HG00557,0.6225439087529541
HG00559,0.6225439087529541
HG00560,-0.962113313527293
HG00565,0.6225439087529541
HG00566,-0.962113313527293
HG00577,-0.962113313527293
HG00578,-0.962113313527293
HG00580,0.6225439087529541
HG00581,-0.962113313527293
HG00583,-0.962113313527293
HG00584,-0.962113313527293
HG00589,-0.962113313527293
HG00590,-0.962113313527293
HG00592,0.6225439087529541
HG00593,-0.962113313527293
HG00595,-0.962113313527293
HG00596,-0.962113313527293
HG00607,0.6225439087529541
HG00608,-0.962113313527293
HG00610,-0.962113313527293
HG00611,0.6225439087529541
HG00613,-0.962113313527293
HG00614,0.6225439087529541
HG00619,-0.962113313527293
HG00620,-0.962113313527293
HG00625,-0.962113313527293
HG00626,0.6225439087529541
HG00628,0.6225439087529541
HG00629,0.6225439087529541
HG00634,0.6225439087529541
HG00635,-0.962113313527293
HG00637,2.207201131033201
HG00638,-0.962113313527293
HG00640,0.6225439087529541
HG00641,0.6225439087529541
HG00650,0.6225439087529541
HG00651,-0.962113313527293
HG00653,0.6225439087529541
HG00654,-0.962113313527293
HG00656,0.6225439087529541
HG00657,0.6225439087529541
HG00662,-0.962113313527293
HG00663,-0.962113313527293
HG00671,-0.962113313527293
HG00672,2.207201131033201
HG00683,2.207201131033201
HG00684,-0.962113313527293
HG00689,-0.962113313527293
HG00690,-0.962113313527293
HG00692,-0.962113313527293
HG00693,0.6225439087529541
HG00698,2.207201131033201
HG00699,0.6225439087529541
HG00701,-0.962113313527293
HG00702,0.6225439087529541
HG00704,0.6225439087529541
HG00705,-0.962113313527293
HG00707,0.6225439087529541
HG00708,0.6225439087529541
HG00731,-0.962113313527293
HG00732,-0.962113313527293
HG00734,-0.962113313527293
HG00736,-0.962113313527293
HG00737,-0.962113313527293
HG00740,0.6225439087529541
HG01047,0.6225439087529541
HG01048,0.6225439087529541
HG01051,-0.962113313527293
HG01052,-0.962113313527293
HG01055,-0.962113313527293
HG01060,-0.962113313527293
HG01061,0.6225439087529541
HG01066,0.6225439087529541
HG01067,0.6225439087529541
HG01069,0.6225439087529541
HG01070,0.6225439087529541
HG01072,0.6225439087529541
HG01073,0.6225439087529541
HG01075,0.6225439087529541
HG01079,-0.962113313527293
HG01080,-0.962113313527293
HG01082,0.6225439087529541
HG01083,-0.962113313527293
HG01085,0.6225439087529541
HG01095,-0.962113313527293
HG01097,-0.962113313527293
HG01098,0.6225439087529541
HG01101,0.6225439087529541
HG01102,2.207201131033201
HG01104,0.6225439087529541
HG01105,-0.962113313527293
HG01107,2.207201131033201
HG01108,-0.962113313527293
HG01112,0.6225439087529541
HG01113,-0.962113313527293
HG01124,0.6225439087529541
HG01125,0.6225439087529541
HG01133,0.6225439087529541
HG01134,0.6225439087529541
HG01136,0.6225439087529541
HG01137,0.6225439087529541
HG01140,-0.962113313527293
HG01148,0.6225439087529541
HG01149,0.6225439087529541
HG01167,0.6225439087529541
HG01168,-0.962113313527293
HG01170,-0.962113313527293
HG01171,0.6225439087529541
HG01173,-0.962113313527293
HG01174,-0.962113313527293
HG01176,0.6225439087529541
HG01183,-0.962113313527293
HG01187,-0.962113313527293
HG01188,-0.962113313527293
HG01190,-0.962113313527293
HG01191,-0.962113313527293
HG01197,0.6225439087529541
HG01198,2.207201131033201
HG01204,-0.962113313527293
HG01250,-0.962113313527293
HG01251,-0.962113313527293
HG01257,0.6225439087529541
HG01259,-0.962113313527293
HG01271,-0.962113313527293
HG01272,-0.962113313527293
HG01274,0.6225439087529541
HG01275,0.6225439087529541
HG01277,-0.962113313527293
HG01278,-0.962113313527293
HG01334,0.6225439087529541
HG01342,-0.962113313527293
HG01344,-0.962113313527293
HG01345,-0.962113313527293
HG01350,-0.962113313527293
HG01351,-0.962113313527293
HG01353,-0.962113313527293
HG01354,-0.962113313527293
HG01356,0.6225439087529541
HG01357,0.6225439087529541
HG01359,0.6225439087529541
HG01360,-0.962113313527293
HG01365,0.6225439087529541
HG01366,0.6225439087529541
HG01374,2.207201131033201
HG01375,0.6225439087529541
HG01377,-0.962113313527293
HG01378,0.6225439087529541
HG01383,-0.962113313527293
HG01384,0.6225439087529541
HG01389,0.6225439087529541
HG01390,0.6225439087529541
HG01437,-0.962113313527293
HG01440,0.6225439087529541
HG01441,0.6225439087529541
HG01455,-0.962113313527293
HG01456,0.6225439087529541
HG01461,2.207201131033201
HG01462,-0.962113313527293
HG01465,0.6225439087529541
HG01488,-0.962113313527293
HG01489,0.6225439087529541
HG01491,0.6225439087529541
HG01492,0.6225439087529541
HG01494,0.6225439087529541
HG01495,0.6225439087529541
HG01497,-0.962113313527293
HG01498,-0.962113313527293
HG01515,-0.962113313527293
HG01516,-0.962113313527293
HG01518,-0.962113313527293
HG01519,0.6225439087529541
HG01521,-0.962113313527293
HG01522,-0.962113313527293
HG01550,0.6225439087529541
HG01551,0.6225439087529541
HG01617,-0.962113313527293
HG01618,-0.962113313527293
HG01619,0.6225439087529541
HG01620,-0.962113313527293
HG01623,-0.962113313527293
HG01624,-0.962113313527293
HG01625,-0.962113313527293
HG01626,0.6225439087529541
NA06984,0.6225439087529541
NA06986,-0.962113313527293
NA06989,-0.962113313527293
NA06994,2.207201131033201
NA07000,-0.962113313527293
NA07037,0.6225439087529541
NA07048,-0.962113313527293
NA07051,0.6225439087529541
NA07056,0.6225439087529541
NA07347,-0.962113313527293
NA07357,0.6225439087529541
NA10847,0.6225439087529541
NA10851,0.6225439087529541
NA11829,0.6225439087529541
NA11830,-0.962113313527293
NA11831,-0.962113313527293
NA11843,0.6225439087529541
NA11892,0.6225439087529541
NA11893,-0.962113313527293
NA11894,-0.962113313527293
NA11919,0.6225439087529541
NA11920,-0.962113313527293
NA11930,0.6225439087529541
NA11931,-0.962113313527293
NA11932,0.6225439087529541
NA11933,0.6225439087529541
NA11992,2.207201131033201
NA11993,2.207201131033201
NA11994,-0.962113313527293
NA11995,0.6225439087529541
NA12003,0.6225439087529541
NA12004,0.6225439087529541
NA12006,0.6225439087529541
NA12043,-0.962113313527293
NA12044,0.6225439087529541
NA12045,-0.962113313527293
NA12046,-0.962113313527293
NA12058,0.6225439087529541
NA12144,0.6225439087529541
NA12154,0.6225439087529541
NA12155,0.6225439087529541
NA12249,2.207201131033201
NA12272,0.6225439087529541
NA12273,2.207201131033201
NA12275,0.6225439087529541
NA12282,0.6225439087529541
NA12283,-0.962113313527293
NA12286,-0.962113313527293
NA12287,-0.962113313527293
NA12340,0.6225439087529541
NA12341,-0.962113313527293
NA12342,-0.962113313527293
NA12347,0.6225439087529541
NA12348,-0.962113313527293
NA12383,-0.962113313527293
NA12399,2.207201131033201
NA12400,-0.962113313527293
NA12413,0.6225439087529541
NA12489,0.6225439087529541
NA12546,-0.962113313527293
NA12716,0.6225439087529541
NA12717,0.6225439087529541
NA12718,0.6225439087529541
NA12748,0.6225439087529541
NA12749,0.6225439087529541
NA12750,-0.962113313527293
NA12751,2.207201131033201
NA12761,-0.962113313527293
NA12763,0.6225439087529541
NA12775,2.207201131033201
NA12777,-0.962113313527293
NA12778,-0.962113313527293
NA12812,0.6225439087529541
NA12814,0.6225439087529541
NA12815,0.6225439087529541
NA12827,-0.962113313527293
NA12829,-0.962113313527293
NA12830,2.207201131033201
NA12842,0.6225439087529541
NA12843,2.207201131033201
NA12872,0.6225439087529541
NA12873,0.6225439087529541
NA12874,-0.962113313527293
NA12889,-0.962113313527293
NA12890,2.207201131033201
NA18486,0.6225439087529541
NA18487,0.6225439087529541
NA18489,0.6225439087529541
NA18498,-0.962113313527293
NA18499,-0.962113313527293
NA18501,-3.3390991469476634
NA18502,-0.962113313527293
NA18504,-0.962113313527293
NA18505,0.6225439087529541
NA18507,-0.962113313527293
NA18508,-0.962113313527293
NA18510,-0.962113313527293
NA18511,2.207201131033201
NA18516,0.6225439087529541
NA18517,-0.962113313527293
NA18519,2.207201131033201
NA18520,0.6225439087529541
NA18522,-0.962113313527293
NA18523,-0.962113313527293
NA18525,0.6225439087529541
NA18526,0.6225439087529541
NA18527,-0.962113313527293
NA18528,0.6225439087529541
NA18530,0.6225439087529541
NA18532,-0.962113313527293
NA18534,-0.962113313527293
NA18535,-0.962113313527293
NA18536,-0.962113313527293
NA18537,0.6225439087529541
NA18538,0.6225439087529541
NA18539,0.6225439087529541
NA18541,-0.962113313527293
NA18542,-0.962113313527293
NA18543,-0.962113313527293
NA18544,-0.962113313527293
NA18545,-0.962113313527293
NA18546,0.6225439087529541
NA18547,-0.962113313527293
NA18548,0.6225439087529541
NA18549,-0.962113313527293
NA18550,-0.962113313527293
NA18552,0.6225439087529541
NA18553,2.207201131033201
NA18555,0.6225439087529541
NA18557,-0.962113313527293
NA18558,2.207201131033201
NA18559,0.6225439087529541
NA18560,-0.962113313527293
NA18561,0.6225439087529541
NA18562,0.6225439087529541
NA18563,-0.962113313527293
NA18564,0.6225439087529541
NA18565,-0.962113313527293
NA18566,0.6225439087529541
NA18567,-0.962113313527293
NA18570,0.6225439087529541
NA18571,0.6225439087529541
NA18572,-0.962113313527293
NA18573,-0.962113313527293
NA18574,0.6225439087529541
NA18576,0.6225439087529541
NA18577,0.6225439087529541
NA18579,0.6225439087529541
NA18582,-0.962113313527293
NA18592,-0.962113313527293
NA18593,-0.962113313527293
NA18595,-0.962113313527293
NA18596,2.207201131033201
NA18597,0.6225439087529541
NA18599,0.6225439087529541
NA18602,0.6225439087529541
NA18603,-0.962113313527293
NA18605,0.6225439087529541
NA18606,0.6225439087529541
NA18608,0.6225439087529541
NA18609,-0.962113313527293
NA18610,-0.962113313527293
NA18611,-0.962113313527293
NA18612,0.6225439087529541
NA18613,-0.962113313527293
NA18614,-0.962113313527293
NA18615,-0.962113313527293
NA18616,-0.962113313527293
NA18617,0.6225439087529541
NA18618,0.6225439087529541
NA18619,-0.962113313527293
NA18620,-0.962113313527293
NA18621,0.6225439087529541
NA18622,-0.962113313527293
NA18623,-0.962113313527293
NA18624,-0.962113313527293
NA18626,0.6225439087529541
NA18627,0.6225439087529541
NA18628,0.6225439087529541
NA18630,-0.962113313527293
NA18631,-0.962113313527293
NA18632,0.6225439087529541
NA18633,0.6225439087529541
NA18634,0.6225439087529541
NA18635,-0.962113313527293
NA18636,0.6225439087529541
NA18637,-0.962113313527293
NA18638,-0.962113313527293
NA18639,-0.962113313527293
NA18640,0.6225439087529541
NA18641,0.6225439087529541
NA18642,-0.962113313527293
NA18643,-0.962113313527293
NA18645,-0.962113313527293
NA18647,-0.962113313527293
NA18740,0.6225439087529541
NA18745,0.6225439087529541
NA18747,-0.962113313527293
NA18748,-0.962113313527293
NA18749,0.6225439087529541
NA18757,0.6225439087529541
NA18853,0.6225439087529541
NA18856,0.6225439087529541
NA18858,0.6225439087529541
NA18861,0.6225439087529541
NA18867,0.6225439087529541
NA18868,-0.962113313527293
NA18870,-0.962113313527293
NA18871,-0.962113313527293
NA18873,2.207201131033201
NA18874,0.6225439087529541
NA18907,-0.962113313527293
NA18908,2.207201131033201
NA18909,-0.962113313527293
NA18910,0.6225439087529541
NA18912,2.207201131033201
NA18916,2.207201131033201
NA18917,-0.962113313527293
NA18923,-0.962113313527293
NA18924,-0.962113313527293
NA18933,-0.962113313527293
NA18934,-0.962113313527293
NA18939,0.6225439087529541
NA18940,-0.962113313527293
NA18941,-0.962113313527293
NA18942,-0.962113313527293
NA18943,-0.962113313527293
NA18944,0.6225439087529541
NA18945,0.6225439087529541
NA18946,0.6225439087529541
NA18947,-0.962113313527293
NA18948,0.6225439087529541
NA18949,-0.962113313527293
NA18950,0.6225439087529541
NA18951,0.6225439087529541
NA18952,-0.962113313527293
NA18953,-0.962113313527293
NA18954,0.6225439087529541
NA18956,-0.962113313527293
NA18957,0.6225439087529541
NA18959,-0.962113313527293
NA18960,0.6225439087529541
NA18961,-0.962113313527293
NA18962,0.6225439087529541
NA18963,-0.962113313527293
NA18964,0.6225439087529541
NA18965,-0.962113313527293
NA18966,-0.962113313527293
NA18968,-0.962113313527293
NA18971,0.6225439087529541
NA18973,-0.962113313527293
NA18974,0.6225439087529541
NA18975,0.6225439087529541
NA18976,0.6225439087529541
NA18977,0.6225439087529541
NA18978,-0.962113313527293
NA18980,-0.962113313527293
NA18981,2.207201131033201
NA18982,-0.962113313527293
NA18983,-0.962113313527293
NA18984,0.6225439087529541
NA18985,-0.962113313527293
NA18986,0.6225439087529541
NA18987,-0.962113313527293
NA18988,-0.962113313527293
NA18989,-0.962113313527293
NA18990,-0.962113313527293
NA18992,0.6225439087529541
NA18994,-0.962113313527293
NA18995,-0.962113313527293
NA18998,-0.962113313527293
NA18999,-0.962113313527293
NA19000,-0.962113313527293
NA19002,-0.962113313527293
NA19003,-0.962113313527293
NA19004,-0.962113313527293
NA19005,-0.962113313527293
NA19007,0.6225439087529541
NA19009,-0.962113313527293
NA19010,-0.962113313527293
NA19012,0.6225439087529541
NA19020,0.6225439087529541
NA19028,0.6225439087529541
NA19035,0.6225439087529541
NA19036,-0.962113313527293
NA19038,-0.962113313527293
NA19041,0.6225439087529541
NA19044,-0.962113313527293
NA19046,-0.962113313527293
NA19054,-0.962113313527293
NA19055,0.6225439087529541
NA19056,-0.962113313527293
NA19057,-0.962113313527293
NA19058,0.6225439087529541
NA19059,2.207201131033201
NA19060,0.6225439087529541
NA19062,0.6225439087529541
NA19063,0.6225439087529541
NA19064,0.6225439087529541
NA19065,-0.962113313527293
NA19066,0.6225439087529541
NA19067,0.6225439087529541
NA19068,0.6225439087529541
NA19070,-0.962113313527293
NA19072,2.207201131033201
NA19074,0.6225439087529541
NA19075,-0.962113313527293
NA19076,-0.962113313527293
NA19077,0.6225439087529541
NA19078,0.6225439087529541
NA19079,0.6225439087529541
NA19080,0.6225439087529541
NA19081,-0.962113313527293
NA19082,2.207201131033201
NA19083,-0.962113313527293
NA19084,0.6225439087529541
NA19085,-0.962113313527293
NA19087,-0.962113313527293
NA19088,0.6225439087529541
NA19093,2.207201131033201
NA19095,-0.962113313527293
NA19096,-0.962113313527293
NA19098,-0.962113313527293
NA19099,2.207201131033201
NA19102,0.6225439087529541
NA19107,0.6225439087529541
NA19108,-0.962113313527293
NA19113,-0.962113313527293
NA19114,0.6225439087529541
NA19116,0.6225439087529541
NA19117,0.6225439087529541
NA19118,0.6225439087529541
NA19119,-0.962113313527293
NA19121,-0.962113313527293
NA19129,-0.962113313527293
NA19130,2.207201131033201
NA19131,-0.962113313527293
NA19137,-0.962113313527293
NA19138,0.6225439087529541
NA19146,0.6225439087529541
NA19147,-0.962113313527293
NA19149,-0.962113313527293
NA19150,-0.962113313527293
NA19152,0.6225439087529541
NA19160,-0.962113313527293
NA19171,-0.962113313527293
NA19172,-0.962113313527293
NA19175,-0.962113313527293
NA19185,-0.962113313527293
NA19189,-0.962113313527293
NA19190,0.6225439087529541
NA19197,0.6225439087529541
NA19198,0.6225439087529541
NA19200,-0.962113313527293
NA19204,-0.962113313527293
NA19207,0.6225439087529541
NA19209,-0.962113313527293
NA19213,0.6225439087529541
NA19222,-0.962113313527293
NA19223,0.6225439087529541
NA19225,0.6225439087529541
NA19235,-0.962113313527293
NA19236,0.6225439087529541
NA19247,2.207201131033201
NA19248,-0.962113313527293
NA19256,0.6225439087529541
NA19257,-0.962113313527293
NA19307,0.6225439087529541
NA19308,-0.962113313527293
NA19309,0.6225439087529541
NA19310,0.6225439087529541
NA19311,0.6225439087529541
NA19312,-0.962113313527293
NA19313,0.6225439087529541
NA19315,0.6225439087529541
NA19316,0.6225439087529541
NA19317,-0.962113313527293
NA19318,-0.962113313527293
NA19319,-0.962113313527293
NA19321,2.207201131033201
NA19324,0.6225439087529541
NA19327,0.6225439087529541
NA19328,0.6225439087529541
NA19331,0.6225439087529541
NA19332,0.6225439087529541
NA19334,0.6225439087529541
NA19338,2.207201131033201
NA19346,0.6225439087529541
NA19347,-3.3390991469476634
NA19350,0.6225439087529541
NA19351,-0.962113313527293
NA19352,-0.962113313527293
NA19355,-0.962113313527293
NA19359,2.207201131033201
NA19360,-0.962113313527293
NA19371,0.6225439087529541
NA19372,0.6225439087529541
NA19373,-0.962113313527293
NA19374,-0.962113313527293
NA19375,0.6225439087529541
NA19376,-0.962113313527293
NA19377,-0.962113313527293
NA19379,0.6225439087529541
NA19380,-0.962113313527293
NA19381,0.6225439087529541
NA19382,-0.962113313527293
NA19383,0.6225439087529541
NA19384,0.6225439087529541
NA19385,0.6225439087529541
NA19390,-0.962113313527293
NA19391,2.207201131033201
NA19393,2.207201131033201
NA19394,0.6225439087529541
NA19395,0.6225439087529541
NA19396,-0.962113313527293
NA19397,0.6225439087529541
NA19398,-0.962113313527293
NA19399,-0.962113313527293
NA19401,2.207201131033201
NA19403,0.6225439087529541
NA19404,0.6225439087529541
NA19428,-0.962113313527293
NA19429,0.6225439087529541
NA19430,0.6225439087529541
NA19431,-0.962113313527293
NA19434,0.6225439087529541
NA19435,-0.962113313527293
NA19436,0.6225439087529541
NA19437,0.6225439087529541
NA19438,0.6225439087529541
NA19439,0.6225439087529541
NA19440,0.6225439087529541
NA19443,-0.962113313527293
NA19444,-0.962113313527293
NA19445,-0.962113313527293
NA19446,0.6225439087529541
NA19448,0.6225439087529541
NA19449,-0.962113313527293
NA19451,-0.962113313527293
NA19452,0.6225439087529541
NA19453,0.6225439087529541
NA19455,0.6225439087529541
NA19456,0.6225439087529541
NA19457,0.6225439087529541
NA19461,-0.962113313527293
NA19462,0.6225439087529541
NA19463,0.6225439087529541
NA19466,-0.962113313527293
NA19467,0.6225439087529541
NA19468,0.6225439087529541
NA19469,-0.962113313527293
NA19470,-0.962113313527293
NA19471,0.6225439087529541
NA19472,2.207201131033201
NA19473,2.207201131033201
NA19474,0.6225439087529541
NA19625,0.6225439087529541
NA19648,0.6225439087529541
NA19651,-0.962113313527293
NA19652,-0.962113313527293
NA19654,-0.962113313527293
NA19655,0.6225439087529541
NA19657,0.6225439087529541
NA19660,0.6225439087529541
NA19661,0.6225439087529541
NA19663,-0.962113313527293
NA19664,2.207201131033201
NA19672,-0.962113313527293
NA19675,0.6225439087529541
NA19676,0.6225439087529541
NA19678,-0.962113313527293
NA19679,0.6225439087529541
NA19681,-0.962113313527293
NA19682,-0.962113313527293
NA19684,0.6225439087529541
NA19685,0.6225439087529541
NA19700,-0.962113313527293
NA19701,-0.962113313527293
NA19703,-0.962113313527293
NA19704,0.6225439087529541
NA19707,0.6225439087529541
NA19711,-0.962113313527293
NA19712,-0.962113313527293
NA19713,0.6225439087529541
NA19716,-0.962113313527293
NA19717,0.6225439087529541
NA19719,-0.962113313527293
NA19720,-0.962113313527293
NA19722,0.6225439087529541
NA19723,2.207201131033201
NA19725,-0.962113313527293
NA19726,0.6225439087529541
NA19728,-0.962113313527293
NA19729,-0.962113313527293
NA19731,2.207201131033201
NA19732,-0.962113313527293
NA19734,-0.962113313527293
NA19735,-0.962113313527293
NA19737,-0.962113313527293
NA19738,-0.962113313527293
NA19740,-0.962113313527293
NA19741,-0.962113313527293
NA19746,0.6225439087529541
NA19747,-0.962113313527293
NA19749,-0.962113313527293
NA19750,0.6225439087529541
NA19752,-0.962113313527293
NA19753,-0.962113313527293
NA19755,-0.962113313527293
NA19756,-0.962113313527293
NA19758,-0.962113313527293
NA19759,0.6225439087529541
NA19761,-0.962113313527293
NA19762,0.6225439087529541
NA19764,0.6225439087529541
NA19770,0.6225439087529541
NA19771,0.6225439087529541
NA19773,-0.962113313527293
NA19774,-0.962113313527293
NA19776,0.6225439087529541
NA19777,-0.962113313527293
NA19779,0.6225439087529541
NA19780,-0.962113313527293
NA19782,0.6225439087529541
NA19783,0.6225439087529541
NA19785,0.6225439087529541
NA19786,-0.962113313527293
NA19788,0.6225439087529541
NA19789,0.6225439087529541
NA19794,0.6225439087529541
NA19795,-0.962113313527293
NA19818,-0.962113313527293
NA19819,-0.962113313527293
NA19834,-0.962113313527293
NA19835,0.6225439087529541
NA19900,0.6225439087529541
NA19901,0.6225439087529541
NA19904,-0.962113313527293
NA19908,0.6225439087529541
NA19909,2.207201131033201
NA19914,-0.962113313527293
NA19916,-0.962113313527293
NA19917,0.6225439087529541
NA19920,0.6225439087529541
NA19921,-0.962113313527293
NA19922,-0.962113313527293
NA19923,0.6225439087529541
NA19982,0.6225439087529541
NA19984,0.6225439087529541
NA19985,2.207201131033201
NA20126,0.6225439087529541
NA20127,0.6225439087529541
NA20276,-1.7544419246674163
NA20278,-0.962113313527293
NA20281,2.207201131033201
NA20282,0.6225439087529541
NA20287,-0.962113313527293
NA20289,-0.962113313527293
NA20291,0.6225439087529541
NA20294,-0.962113313527293
NA20296,-0.962113313527293
NA20298,-0.962113313527293
NA20299,0.6225439087529541
NA20314,0.6225439087529541
NA20317,0.6225439087529541
NA20322,0.6225439087529541
NA20332,0.6225439087529541
NA20334,0.6225439087529541
NA20336,-0.962113313527293
NA20339,-3.3390991469476634
NA20340,0.6225439087529541
NA20341,0.6225439087529541
NA20342,0.6225439087529541
NA20344,0.6225439087529541
NA20346,-0.962113313527293
NA20348,-0.962113313527293
NA20351,0.6225439087529541
NA20356,-0.962113313527293
NA20357,-0.962113313527293
NA20359,-0.962113313527293
NA20363,-0.962113313527293
NA20412,0.6225439087529541
NA20414,0.6225439087529541
NA20502,-0.962113313527293
NA20503,0.6225439087529541
NA20504,-0.962113313527293
NA20505,0.6225439087529541
NA20506,0.6225439087529541
NA20507,0.6225439087529541
NA20508,-0.962113313527293
NA20509,0.6225439087529541
NA20510,-0.962113313527293
NA20512,0.6225439087529541
